state_fips,state_abbr,year,electric_bill_monthly,electric_bill_annual,gas_price_per_mcf,gas_bill_monthly,gas_bill_annual,construction_flag_gas
37,NC,2021,,,14.12,70.6,847.1999999999999,estimated_from_price
37,NC,2022,,,17.2,86.0,1032.0,estimated_from_price
37,NC,2023,,,17.33,86.64999999999999,1039.8,estimated_from_price
38,ND,2008,83.67528338980215,1004.1034006776258,10.34,51.7,620.4,estimated_from_price
38,ND,2009,87.16836296953271,1046.0203556343924,8.46,42.300000000000004,507.6,estimated_from_price
38,ND,2010,91.15659596804419,1093.8791516165302,8.08,40.4,484.8,estimated_from_price
38,ND,2011,98.45960649617926,1181.515277954151,8.1,40.5,486.0,estimated_from_price
38,ND,2012,98.85009151975338,1186.2010982370405,7.43,37.15,445.79999999999995,estimated_from_price
38,ND,2013,109.84659355038652,1318.1591226046382,7.43,37.15,445.79999999999995,estimated_from_price
38,ND,2014,113.388501572864,1360.662018874368,8.86,44.3,531.5999999999999,estimated_from_price
38,ND,2015,104.95597589239328,1259.4717107087195,8.15,40.75,489.0,estimated_from_price
38,ND,2016,106.2786297769977,1275.3435573239724,7.21,36.05,432.6,estimated_from_price
38,ND,2017,109.37926147699339,1312.5511377239206,7.64,38.199999999999996,458.4,estimated_from_price
38,ND,2018,114.5997780077854,1375.1973360934248,7.2,36.0,432.0,estimated_from_price
38,ND,2019,114.26794238490747,1371.2153086188896,7.0,35.0,420.0,estimated_from_price
38,ND,2020,113.26125702999867,1359.1350843599841,6.82,34.1,409.20000000000005,estimated_from_price
38,ND,2021,,,9.11,45.55,546.5999999999999,estimated_from_price
38,ND,2022,,,10.9,54.5,654.0,estimated_from_price
38,ND,2023,,,9.76,48.8,585.6,estimated_from_price
39,OH,2008,91.50243058699931,1098.0291670439917,14.53,72.64999999999999,871.8,estimated_from_price
39,OH,2009,93.64759832524418,1123.77117990293,12.68,63.4,760.8,estimated_from_price
39,OH,2010,105.28468111708513,1263.4161734050215,11.13,55.650000000000006,667.8000000000001,estimated_from_price
39,OH,2011,104.85601341845144,1258.2721610214173,10.78,53.9,646.8,estimated_from_price
39,OH,2012,105.22530080439269,1262.7036096527122,9.91,49.55,594.6,estimated_from_price
39,OH,2013,107.0744859270843,1284.8938311250115,9.46,47.300000000000004,567.6,estimated_from_price
39,OH,2014,112.62402897297419,1351.4883476756902,10.16,50.8,609.6,estimated_from_price
39,OH,2015,112.24678358127001,1346.9614029752402,9.51,47.55,570.6,estimated_from_price
39,OH,2016,111.15242489696664,1333.8290987635996,9.03,45.15,541.8,estimated_from_price
39,OH,2017,106.13254894032599,1273.5905872839119,9.72,48.6,583.2,estimated_from_price
39,OH,2018,114.80400736778819,1377.6480884134583,9.1,45.5,546.0,estimated_from_price
39,OH,2019,108.15335861240935,1297.8403033489121,9.58,47.9,574.8,estimated_from_price
39,OH,2020,107.29843454353266,1287.581214522392,9.53,47.65,571.8,estimated_from_price
39,OH,2021,,,11.08,55.4,664.8,estimated_from_price
39,OH,2022,,,13.07,65.35,784.2,estimated_from_price
39,OH,2023,,,13.67,68.35,820.2,estimated_from_price
40,OK,2008,101.3944971167161,1216.7339654005932,12.32,61.6,739.2,estimated_from_price
40,OK,2009,93.12973051022688,1117.5567661227226,11.39,56.95,683.4000000000001,estimated_from_price
40,OK,2010,108.60828039732964,1303.2993647679557,11.12,55.599999999999994,667.1999999999999,estimated_from_price
40,OK,2011,115.61290841117234,1387.3549009340682,10.32,51.6,619.2,estimated_from_price
40,OK,2012,107.59925587865392,1291.191070543847,11.1,55.5,666.0,estimated_from_price
40,OK,2013,110.4659793091894,1325.5917517102728,9.71,48.550000000000004,582.6,estimated_from_price
40,OK,2014,114.1674832627046,1370.0097991524551,10.1,50.5,606.0,estimated_from_price
40,OK,2015,110.8698031290375,1330.43763754845,10.24,51.2,614.4,estimated_from_price
40,OK,2016,111.48643007705466,1337.837160924656,10.57,52.85,634.2,estimated_from_price
40,OK,2017,110.26737154542212,1323.2084585450655,11.4,57.0,684.0,estimated_from_price
40,OK,2018,117.28324589136042,1407.398950696325,9.25,46.25,555.0,estimated_from_price
40,OK,2019,113.93405155953296,1367.2086187143955,9.4,47.0,564.0,estimated_from_price
40,OK,2020,109.06679497824996,1308.8015397389995,9.11,45.55,546.5999999999999,estimated_from_price
40,OK,2021,,,10.31,51.550000000000004,618.6,estimated_from_price
40,OK,2022,,,14.78,73.89999999999999,886.8,estimated_from_price
40,OK,2023,,,15.06,75.3,903.6,estimated_from_price
41,OR,2008,87.15978451868266,1045.9174142241918,13.89,69.45,833.4000000000001,estimated_from_price
41,OR,2009,88.2257250474522,1058.7087005694264,14.52,72.6,871.1999999999999,estimated_from_price
41,OR,2010,85.51509158156729,1026.1810989788075,12.49,62.45,749.4,estimated_from_price
41,OR,2011,94.50796659139098,1134.0955990966918,11.76,58.8,705.6,estimated_from_price
41,OR,2012,93.79670377396936,1125.5604452876323,11.22,56.1,673.2,estimated_from_price
41,OR,2013,96.576080448929,1158.912965387148,10.84,54.2,650.4,estimated_from_price
41,OR,2014,97.29315097819774,1167.517811738373,11.72,58.6,703.2,estimated_from_price
41,OR,2015,96.24314279679244,1154.9177135615093,12.49,62.45,749.4,estimated_from_price
41,OR,2016,96.712247937739,1160.546975252868,11.67,58.35,700.2,estimated_from_price
41,OR,2017,103.2565050721833,1239.0780608661996,10.59,52.95,635.4,estimated_from_price
41,OR,2018,98.99728037297741,1187.967364475729,10.65,53.25,639.0,estimated_from_price
41,OR,2019,100.34690586464814,1204.1628703757776,9.97,49.85,598.2,estimated_from_price
41,OR,2020,102.32054865067794,1227.8465838081352,10.91,54.55,654.6,estimated_from_price
41,OR,2021,,,11.76,58.8,705.6,estimated_from_price
41,OR,2022,,,12.83,64.15,769.8,estimated_from_price
41,OR,2023,,,15.77,78.85,946.1999999999999,estimated_from_price
42,PA,2008,97.753370353833,1173.040444245996,16.22,81.1,973.1999999999999,estimated_from_price
42,PA,2009,98.08722377502652,1177.0466853003181,14.74,73.7,884.4,estimated_from_price
42,PA,2010,111.50602300895058,1338.0722761074069,12.9,64.5,774.0,estimated_from_price
42,PA,2011,115.32816541700645,1383.9379850040773,12.46,62.300000000000004,747.6,estimated_from_price
42,PA,2012,106.77847698161376,1281.341723779365,11.99,59.95,719.4,estimated_from_price
42,PA,2013,109.65551186640057,1315.866142396807,11.63,58.150000000000006,697.8000000000001,estimated_from_price
42,PA,2014,113.71940288762666,1364.63283465152,11.77,58.849999999999994,706.1999999999999,estimated_from_price
42,PA,2015,116.62196062210654,1399.4635274652785,11.04,55.199999999999996,662.4,estimated_from_price
42,PA,2016,116.67014959081108,1400.041795089733,10.18,50.9,610.8,estimated_from_price
42,PA,2017,114.48346022443324,1373.8015226931989,11.4,57.0,684.0,estimated_from_price
42,PA,2018,120.04102457170377,1440.4922948604453,11.25,56.25,675.0,estimated_from_price
42,PA,2019,115.470245641619,1385.642947699428,11.7,58.5,702.0,estimated_from_price
42,PA,2020,114.90211557808406,1378.8253869370087,11.48,57.400000000000006,688.8000000000001,estimated_from_price
42,PA,2021,,,12.01,60.05,720.6,estimated_from_price
42,PA,2022,,,14.94,74.7,896.4,estimated_from_price
42,PA,2023,,,15.43,77.15,925.8,estimated_from_price
44,RI,2008,102.87719999752026,1234.5263999702431,16.89,84.45,1013.4000000000001,estimated_from_price
44,RI,2009,88.3622385455286,1060.3468625463431,17.06,85.3,1023.5999999999999,estimated_from_price
44,RI,2010,96.07804661308539,1152.9365593570246,16.48,82.4,988.8000000000001,estimated_from_price
44,RI,2011,86.4359549522466,1037.2314594269592,15.33,76.65,919.8,estimated_from_price
44,RI,2012,86.04242067939225,1032.509048152707,14.29,71.44999999999999,857.4,estimated_from_price
44,RI,2013,91.47577122670573,1097.7092547204688,14.55,72.75,873.0,estimated_from_price
44,RI,2014,100.08757159338528,1201.0508591206233,15.14,75.7,908.4000000000001,estimated_from_price
44,RI,2015,114.50048577397843,1374.005829287741,14.24,71.2,854.4,estimated_from_price
44,RI,2016,109.01802403762464,1308.2162884514958,13.8,69.0,828.0,estimated_from_price
44,RI,2017,105.75793901349122,1269.0952681618946,14.02,70.1,841.1999999999999,estimated_from_price
44,RI,2018,121.04708468607066,1452.565016232848,15.65,78.25,939.0,estimated_from_price
44,RI,2019,121.61726127229396,1459.4071352675276,15.36,76.8,921.5999999999999,estimated_from_price
44,RI,2020,130.7522576486032,1569.0270917832386,15.06,75.3,903.6,estimated_from_price
44,RI,2021,,,16.18,80.9,970.8,estimated_from_price
44,RI,2022,,,18.17,90.85000000000001,1090.2,estimated_from_price
44,RI,2023,,,20.52,102.6,1231.2,estimated_from_price
45,SC,2008,118.39709793783037,1420.7651752539643,16.84,84.2,1010.4,estimated_from_price
45,SC,2009,123.47019245168549,1481.642309420226,14.91,74.55,894.6,estimated_from_price
45,SC,2010,137.58877366699502,1651.0652840039402,13.01,65.05,780.6,estimated_from_price
45,SC,2011,135.01428683588816,1620.171442030658,12.93,64.65,775.8,estimated_from_price
45,SC,2012,131.6402636703099,1579.683164043719,13.25,66.25,795.0,estimated_from_price
45,SC,2013,134.85639751894072,1618.2767702272886,12.61,63.05,756.5999999999999,estimated_from_price
45,SC,2014,147.74094679671217,1772.891361560546,12.65,63.25,759.0,estimated_from_price
45,SC,2015,144.04206685224452,1728.5048022269343,12.62,63.099999999999994,757.1999999999999,estimated_from_price
45,SC,2016,146.0858750987465,1753.030501184958,12.62,63.099999999999994,757.1999999999999,estimated_from_price
45,SC,2017,140.80105864472512,1689.6127037367014,14.47,72.35000000000001,868.2,estimated_from_price
45,SC,2018,144.1963220097226,1730.355864116671,13.46,67.30000000000001,807.6,estimated_from_price
45,SC,2019,144.72556344043488,1736.7067612852186,13.07,65.35,784.2,estimated_from_price
45,SC,2020,138.15929889806003,1657.9115867767205,13.49,67.45,809.4,estimated_from_price
45,SC,2021,,,14.29,71.44999999999999,857.4,estimated_from_price
45,SC,2022,,,15.67,78.35,940.2,estimated_from_price
45,SC,2023,,,17.46,87.30000000000001,1047.6000000000001,estimated_from_price
46,SD,2008,83.56028282950545,1002.7233939540654,11.32,56.6,679.2,estimated_from_price
46,SD,2009,86.87675764194121,1042.5210917032946,9.14,45.7,548.4000000000001,estimated_from_price
46,SD,2010,93.40171521402395,1120.8205825682874,8.77,43.849999999999994,526.1999999999999,estimated_from_price
46,SD,2011,96.7809811361086,1161.371773633303,8.59,42.95,515.4,estimated_from_price
46,SD,2012,98.68284944348045,1184.1941933217654,8.39,41.95,503.40000000000003,estimated_from_price
46,SD,2013,108.21299583728045,1298.5559500473653,8.23,41.150000000000006,493.8,estimated_from_price
46,SD,2014,109.45339255809199,1313.440710697104,9.27,46.349999999999994,556.1999999999999,estimated_from_price
46,SD,2015,108.68432661987327,1304.2119194384793,8.3,41.5,498.00000000000006,estimated_from_price
46,SD,2016,112.52752725953012,1350.3303271143614,7.6,38.0,456.0,estimated_from_price
46,SD,2017,115.06213372872979,1380.7456047447574,8.18,40.9,490.79999999999995,estimated_from_price
46,SD,2018,121.15540005831146,1453.8648006997375,7.66,38.3,459.6,estimated_from_price
46,SD,2019,120.60139487149002,1447.2167384578802,7.29,36.45,437.4,estimated_from_price
46,SD,2020,121.77141917689899,1461.257030122788,7.11,35.550000000000004,426.6,estimated_from_price
46,SD,2021,,,9.75,48.75,585.0,estimated_from_price
46,SD,2022,,,10.99,54.95,659.4,estimated_from_price
46,SD,2023,,,10.41,52.05,624.6,estimated_from_price
47,TN,2008,116.02431024263694,1392.2917229116433,14.2,71.0,852.0,estimated_from_price
47,TN,2009,116.17460229663862,1394.0952275596635,12.15,60.75,729.0,estimated_from_price
47,TN,2010,128.58353913543638,1543.0024696252367,10.46,52.300000000000004,627.6,estimated_from_price
47,TN,2011,132.25746734595884,1587.0896081515061,10.21,51.050000000000004,612.6,estimated_from_price
47,TN,2012,122.97708879145277,1475.7250654974332,9.95,49.75,597.0,estimated_from_price
47,TN,2013,124.24739591226053,1490.9687509471264,9.44,47.199999999999996,566.4,estimated_from_price
47,TN,2014,132.7569619659341,1593.083543591209,10.13,50.650000000000006,607.8000000000001,estimated_from_price
47,TN,2015,128.51211389294318,1542.1453667153182,9.62,48.099999999999994,577.1999999999999,estimated_from_price
47,TN,2016,128.88602763515956,1546.6323316219148,9.21,46.050000000000004,552.6,estimated_from_price
47,TN,2017,123.30160944145723,1479.6193132974868,10.31,51.550000000000004,618.6,estimated_from_price
47,TN,2018,137.34738655766878,1648.1686386920255,9.46,47.300000000000004,567.6,estimated_from_price
47,TN,2019,132.3326012367652,1587.9912148411827,9.46,47.300000000000004,567.6,estimated_from_price
47,TN,2020,125.69760992674014,1508.3713191208817,8.97,44.85,538.2,estimated_from_price
47,TN,2021,,,10.29,51.449999999999996,617.4,estimated_from_price
47,TN,2022,,,12.45,62.25,747.0,estimated_from_price
47,TN,2023,,,11.68,58.4,700.8,estimated_from_price
48,TX,2008,147.19523744699754,1766.3428493639703,13.75,68.75,825.0,estimated_from_price
48,TX,2009,141.12194576518056,1693.4633491821667,11.19,55.949999999999996,671.4,estimated_from_price
48,TX,2010,138.98716631549985,1667.8459957859982,10.82,54.1,649.2,estimated_from_price
48,TX,2011,139.8085440276814,1677.7025283321768,10.21,51.050000000000004,612.6,estimated_from_price
48,TX,2012,128.26923658953703,1539.2308390744442,10.55,52.75,633.0,estimated_from_price
48,TX,2013,133.32706468750249,1599.92477625003,10.5,52.5,630.0,estimated_from_price
48,TX,2014,137.39047846930535,1648.6857416316643,11.16,55.8,669.6,estimated_from_price
48,TX,2015,135.99554345416482,1631.9465214499778,10.64,53.2,638.4000000000001,estimated_from_price
48,TX,2016,127.10454102676886,1525.2544923212263,11.73,58.650000000000006,703.8000000000001,estimated_from_price
48,TX,2017,122.4723377430988,1469.6680529171856,13.61,68.05,816.5999999999999,estimated_from_price
48,TX,2018,131.62595430437378,1579.5114516524854,11.42,57.1,685.2,estimated_from_price
48,TX,2019,134.0691753003387,1608.8301036040646,10.61,53.05,636.5999999999999,estimated_from_price
48,TX,2020,132.59141094747324,1591.0969313696787,11.64,58.2,698.4000000000001,estimated_from_price
48,TX,2021,,,13.77,68.85,826.1999999999999,estimated_from_price
48,TX,2022,,,16.52,82.6,991.1999999999999,estimated_from_price
48,TX,2023,,,17.39,86.95,1043.4,estimated_from_price
49,UT,2008,65.35535693561094,784.2642832273314,9.0,45.0,540.0,estimated_from_price
49,UT,2009,66.15667899835769,793.8801479802923,8.95,44.75,537.0,estimated_from_price
49,UT,2010,68.4339950872053,821.2079410464637,8.22,41.1,493.20000000000005,estimated_from_price
49,UT,2011,70.6104168339553,847.3250020074636,8.44,42.199999999999996,506.4,estimated_from_price
49,UT,2012,78.69828365230839,944.3794038277007,8.7,43.5,522.0,estimated_from_price
49,UT,2013,82.79215595149039,993.5058714178847,8.55,42.75,513.0,estimated_from_price
49,UT,2014,79.48618374756101,953.8342049707321,9.48,47.400000000000006,568.8000000000001,estimated_from_price
49,UT,2015,80.92142369460029,971.0570843352035,9.72,48.6,583.2,estimated_from_price
49,UT,2016,82.57496714893028,990.8996057871634,9.12,45.599999999999994,547.1999999999999,estimated_from_price
49,UT,2017,81.65050929879406,979.8061115855287,9.05,45.25,543.0,estimated_from_price
49,UT,2018,77.2453280692204,926.9439368306448,9.04,45.199999999999996,542.4,estimated_from_price
49,UT,2019,75.63242231072128,907.5890677286554,7.82,39.1,469.20000000000005,estimated_from_price
49,UT,2020,80.2384843098284,962.8618117179408,8.15,40.75,489.0,estimated_from_price
49,UT,2021,,,8.99,44.95,539.4,estimated_from_price
49,UT,2022,,,10.48,52.400000000000006,628.8000000000001,estimated_from_price
49,UT,2023,,,13.45,67.25,807.0,estimated_from_price
50,VT,2008,84.05977211215409,1008.7172653458491,18.31,91.55,1098.6,estimated_from_price
50,VT,2009,85.82584764492695,1029.9101717391234,17.29,86.44999999999999,1037.3999999999999,estimated_from_price
50,VT,2010,89.70868971551147,1076.5042765861376,16.14,80.7,968.4000000000001,estimated_from_price
50,VT,2011,93.18606954225352,1118.2328345070423,16.17,80.85000000000001,970.2,estimated_from_price
50,VT,2012,96.0903698478087,1153.0844381737045,16.73,83.65,1003.8000000000001,estimated_from_price
50,VT,2013,97.50391894843692,1170.047027381243,15.87,79.35,952.1999999999999,estimated_from_price
50,VT,2014,99.34460482249067,1192.135257869888,14.68,73.4,880.8,estimated_from_price
50,VT,2015,95.33049199940183,1143.965903992822,14.56,72.8,873.6,estimated_from_price
50,VT,2016,95.31373936845387,1143.7648724214464,14.15,70.75,849.0,estimated_from_price
50,VT,2017,95.01519643786996,1140.1823572544395,14.12,70.6,847.1999999999999,estimated_from_price
50,VT,2018,100.83122314668493,1209.9746777602193,13.65,68.25,819.0,estimated_from_price
50,VT,2019,97.1811942564362,1166.1743310772345,13.14,65.7,788.4000000000001,estimated_from_price
50,VT,2020,110.78999289052673,1329.4799146863209,13.21,66.05000000000001,792.6,estimated_from_price
50,VT,2021,,,14.01,70.05,840.6,estimated_from_price
50,VT,2022,,,15.51,77.55,930.6,estimated_from_price
50,VT,2023,,,17.14,85.7,1028.4,estimated_from_price
51,VA,2008,112.75232581596293,1353.0279097915552,16.19,80.95,971.4000000000001,estimated_from_price
51,VA,2009,124.05854325030724,1488.7025190036868,13.83,69.15,829.8,estimated_from_price
51,VA,2010,129.42790934160266,1553.1349120992318,12.73,63.650000000000006,763.8000000000001,estimated_from_price
51,VA,2011,125.8592358455321,1510.3108301463851,12.72,63.6,763.2,estimated_from_price
51,VA,2012,123.72033955175868,1484.6440746211042,12.42,62.1,745.2,estimated_from_price
51,VA,2013,125.36293954710685,1504.3552745652821,11.68,58.4,700.8,estimated_from_price
51,VA,2014,130.03900806253398,1560.4680967504078,12.07,60.35,724.2,estimated_from_price
51,VA,2015,130.58045572894392,1566.9654687473271,11.64,58.2,698.4000000000001,estimated_from_price
51,VA,2016,127.14461012067157,1525.7353214480588,10.88,54.400000000000006,652.8000000000001,estimated_from_price
51,VA,2017,124.53645385989056,1494.4374463186866,12.34,61.7,740.4,estimated_from_price
51,VA,2018,136.58644691911059,1639.037363029327,11.71,58.550000000000004,702.6,estimated_from_price
51,VA,2019,135.46395041538744,1625.5674049846493,12.62,63.099999999999994,757.1999999999999,estimated_from_price
51,VA,2020,131.7173884362502,1580.6086612350023,12.72,63.6,763.2,estimated_from_price
51,VA,2021,,,13.68,68.4,820.8,estimated_from_price
51,VA,2022,,,16.1,80.5,966.0000000000001,estimated_from_price
51,VA,2023,,,17.21,86.05000000000001,1032.6000000000001,estimated_from_price
53,WA,2008,81.89190426269819,982.7028511523783,13.06,65.3,783.6,estimated_from_price
53,WA,2009,83.70451094257577,1004.4541313109091,13.95,69.75,837.0,estimated_from_price
53,WA,2010,82.7525651430778,993.0307817169337,12.24,61.2,734.4,estimated_from_price
53,WA,2011,88.40980968514464,1060.9177162217356,12.3,61.5,738.0,estimated_from_price
53,WA,2012,88.46056100057488,1061.5267320068986,11.87,59.349999999999994,712.1999999999999,estimated_from_price
53,WA,2013,90.54841745809965,1086.5810094971957,11.37,56.849999999999994,682.1999999999999,estimated_from_price
53,WA,2014,87.14163461103057,1045.6996153323669,10.59,52.95,635.4,estimated_from_price
53,WA,2015,87.64320017018811,1051.7184020422574,11.81,59.050000000000004,708.6,estimated_from_price
53,WA,2016,90.55873039902106,1086.7047647882528,10.78,53.9,646.8,estimated_from_price
53,WA,2017,98.77664621022534,1185.319754522704,10.62,53.099999999999994,637.1999999999999,estimated_from_price
53,WA,2018,93.34115622336306,1120.0938746803567,10.28,51.4,616.8,estimated_from_price
53,WA,2019,94.48971784202634,1133.876614104316,9.82,49.1,589.2,estimated_from_price
53,WA,2020,95.72363250488127,1148.6835900585752,10.97,54.85,658.2,estimated_from_price
53,WA,2021,,,11.63,58.150000000000006,697.8000000000001,estimated_from_price
53,WA,2022,,,12.83,64.15,769.8,estimated_from_price
53,WA,2023,,,15.55,77.75,933.0,estimated_from_price
54,WV,2008,80.15235724348211,961.8282869217853,14.51,72.55,870.6,estimated_from_price
54,WV,2009,88.16045493524882,1057.9254592229859,14.75,73.75,885.0,estimated_from_price
54,WV,2010,105.05372057619428,1260.6446469143314,11.39,56.95,683.4000000000001,estimated_from_price
54,WV,2011,105.89422558511399,1270.7307070213678,10.91,54.55,654.6,estimated_from_price
54,WV,2012,106.14968546629808,1273.796225595577,10.77,53.849999999999994,646.1999999999999,estimated_from_price
54,WV,2013,106.43909525678687,1277.2691430814425,9.98,49.900000000000006,598.8000000000001,estimated_from_price
54,WV,2014,108.13711776256497,1297.6454131507796,10.21,51.050000000000004,612.6,estimated_from_price
54,WV,2015,111.5850529527454,1339.0206354329448,10.48,52.400000000000006,628.8000000000001,estimated_from_price
54,WV,2016,126.09840670250377,1513.1808804300451,9.26,46.3,555.6,estimated_from_price
54,WV,2017,119.30101211424811,1431.6121453709773,9.43,47.15,565.8,estimated_from_price
54,WV,2018,126.70136823434869,1520.4164188121842,9.84,49.2,590.4,estimated_from_price
54,WV,2019,121.89671348364827,1462.7605618037792,9.9,49.5,594.0,estimated_from_price
54,WV,2020,124.08744733433146,1489.0493680119775,10.11,50.55,606.5999999999999,estimated_from_price
54,WV,2021,,,10.46,52.300000000000004,627.6,estimated_from_price
54,WV,2022,,,12.08,60.4,724.8,estimated_from_price
54,WV,2023,,,15.61,78.05,936.5999999999999,estimated_from_price
55,WI,2008,81.7141359043059,980.5696308516708,12.81,64.05,768.6,estimated_from_price
55,WI,2009,82.28275819630767,987.393098355692,10.76,53.8,645.6,estimated_from_price
55,WI,2010,90.5892516200344,1087.0710194404128,10.34,51.7,620.4,estimated_from_price
55,WI,2011,92.385541372216,1108.626496466592,9.77,48.849999999999994,586.1999999999999,estimated_from_price
55,WI,2012,92.79471463700305,1113.5365756440367,9.27,46.349999999999994,556.1999999999999,estimated_from_price
55,WI,2013,95.21209238597953,1142.5451086317544,8.65,43.25,519.0,estimated_from_price
55,WI,2014,94.88351707373305,1138.6022048847965,10.52,52.599999999999994,631.1999999999999,estimated_from_price
55,WI,2015,94.26173103094663,1131.1407723713596,8.54,42.699999999999996,512.4,estimated_from_price
55,WI,2016,96.07696499196429,1152.9235799035714,8.07,40.35,484.20000000000005,estimated_from_price
55,WI,2017,94.66569153270696,1135.9882983924836,8.4,42.0,504.0,estimated_from_price
55,WI,2018,97.09276380476587,1165.1131656571904,8.04,40.199999999999996,482.4,estimated_from_price
55,WI,2019,95.51642283822748,1146.1970740587299,7.68,38.4,460.79999999999995,estimated_from_price
55,WI,2020,99.4180695618183,1193.0168347418196,7.52,37.599999999999994,451.2,estimated_from_price
55,WI,2021,,,9.74,48.7,584.4,estimated_from_price
55,WI,2022,,,11.34,56.7,680.4,estimated_from_price
55,WI,2023,,,10.9,54.5,654.0,estimated_from_price
56,WY,2008,73.56335923727005,882.7603108472406,10.16,50.8,609.6,estimated_from_price
56,WY,2009,76.1229212594417,913.4750551133004,9.39,46.95,563.4000000000001,estimated_from_price
56,WY,2010,77.42629227245479,929.1155072694575,8.58,42.9,514.8,estimated_from_price
56,WY,2011,82.2809005858811,987.3708070305731,8.72,43.6,523.2,estimated_from_price
56,WY,2012,85.34814241940444,1024.1777090328533,8.42,42.1,505.2,estimated_from_price
56,WY,2013,90.84621201200746,1090.1545441440894,8.27,41.349999999999994,496.2,estimated_from_price
56,WY,2014,90.59630438055096,1087.1556525666115,9.34,46.7,560.4,estimated_from_price
56,WY,2015,91.19082415574927,1094.2898898689912,9.33,46.65,559.8,estimated_from_price
56,WY,2016,94.66017917252309,1135.922150070277,8.51,42.55,510.59999999999997,estimated_from_price
56,WY,2017,97.1027240652041,1165.2326887824493,9.01,45.05,540.6,estimated_from_price
56,WY,2018,94.89575800734387,1138.7490960881264,8.6,43.0,516.0,estimated_from_price
56,WY,2019,96.53359089933463,1158.4030907920155,8.06,40.300000000000004,483.6,estimated_from_price
56,WY,2020,96.59009258689002,1159.0811110426803,8.84,44.2,530.4,estimated_from_price
56,WY,2021,,,10.04,50.199999999999996,602.4,estimated_from_price
56,WY,2022,,,13.4,67.0,804.0,estimated_from_price
56,WY,2023,,,13.72,68.60000000000001,823.2,estimated_from_price
